Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	9	Re5	D5	327	327	1	4	741	95	96	
2	9	Re5	D5	327	327	1	16	185	95	96	
3	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
4	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
5	9	Sol5	G5	349	349	1	16	185	95	96	
6	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
7	9	Sol5	G5	349	349	1	16	185	95	96	
8	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
9	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
10	9	Re5	D5	327	327	1	16	185	95	96	
11	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
12	9	Re5	D5	327	327	1	16	185	95	96	
13	9	Do5#4	C5#4	322	322	1	16	185	95	96	
14	9	Si4b4	B4b4	310	310	1	16	185	95	96	
15	9	Do5#4	C5#4	322	322	1	16	185	95	96	
16	9	Si4b4	B4b4	310	310	1	16	185	95	96	
17	9	La4	A4	305	305	1	16	185	95	96	
18	9	Si4b4	B4b4	310	310	1	16	185	95	96	
19	9	Do5#4	C5#4	322	322	1	16	185	95	96	
20	9	Re5	D5	327	327	1	16	185	95	96	
21	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
22	9	Re5	D5	327	327	1	16	185	95	96	
23	9	Do5#4	C5#4	322	322	1	16	185	95	96	
24	9	Si4b4	B4b4	310	310	1	16	185	95	96	
25	9	Do5#4	C5#4	322	322	1	16	185	95	96	
26	9	Re5	D5	327	327	1	16	185	95	96	
27	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
28	9	Re5	D5	327	327	1	16	185	95	96	
29	9	Do5#4	C5#4	322	322	1	16	185	95	96	
30	9	Si4b4	B4b4	310	310	1	16	185	95	96	
31	9	Do5#4	C5#4	322	322	1	16	185	95	96	
32	9	Si4b4	B4b4	310	310	1	16	185	95	96	
33	9	La4	A4	305	305	1	16	185	95	96	
34	9	Sol4	G4	296	296	1	16	185	95	96	
35	9	La4	A4	305	305	1	16	185	95	96	
36	9	Si4b4	B4b4	310	310	1	16	185	95	96	
37	9	Do5#4	C5#4	322	322	1	16	185	95	96	
38	9	Re5	D5	327	327	1	16	185	95	96	
39	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
40	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
41	9	Sol5	G5	349	349	1	16	185	95	96	
42	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
43	9	Sol5	G5	349	349	1	16	185	95	96	
44	9	La5	A5	358	358	1	16	185	95	96	
45	9	Sol5	G5	349	349	1	16	185	95	96	
46	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
47	9	Sol5	G5	349	349	1	16	185	95	96	
48	9	La5	A5	358	358	1	16	185	95	96	
49	9	Sol5	G5	349	349	1	16	185	95	96	
50	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
51	9	Sol5	G5	349	349	1	16	185	95	96	
52	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
53	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
54	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
55	9	Sol5	G5	349	349	1	16	185	95	96	
56	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
57	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
58	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
59	9	Sol5	G5	349	349	1	16	185	95	96	
60	9	La5	A5	358	358	1	16	185	95	96	
61	9	Si5b4	B5b4	363	363	1	16	185	95	96	
62	9	La5	A5	358	358	1	16	185	95	96	
63	9	Sol5	G5	349	349	1	16	185	95	96	
64	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
65	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
66	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
67	9	Sol5	G5	349	349	1	16	185	95	96	
68	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
69	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
70	9	Re5	D5	327	327	1	16	185	95	96	
71	9	Mi5b4	E5b4	332	332	1	16	185	95	96	
72	9	Re5	D5	327	327	1	16	185	95	96	
73	9	Do5#4	C5#4	322	322	1	16	185	95	96	
74	9	Si4b4	B4b4	310	310	1	16	185	95	96	
75	9	Do5#4	C5#4	322	322	1	16	185	95	96	
76	9	Si4b4	B4b4	310	310	1	16	185	95	96	
77	9	La4	A4	305	305	1	16	185	95	96	
78	9	Re5	D5	327	327	1	16	185	95	96	
79	9	Do5#4	C5#4	322	322	1	16	185	95	96	
80	9	Si4b4	B4b4	310	310	1	16	185	95	96	
81	9	La4	A4	305	305	1	16	185	95	96	
82	9	Sol4	G4	296	296	3	4	2222	95	96	
